image	bicycle	bird	bottle	car	chair	diningtable	dog	person	pottedplant	sofa	
00011487	0.680066	0.074534	0.998356	0.884475	0.524121	0.196602	0.584303	0.877302	0.809522	0.453521	
00011488	0.367190	0.460743	0.195661	0.853718	0.924818	0.183115	0.327137	0.855866	0.239141	0.692952	
00011489	0.239291	0.370394	0.869969	0.647737	0.752968	0.677187	0.825090	0.165141	0.474273	0.347484	
00011490	0.578923	0.824558	0.307492	0.506783	0.496851	0.897071	0.742654	0.018490	0.127485	0.144784	
00011491	0.866887	0.537536	0.411236	0.076023	0.892351	0.602258	0.007514	0.401168	0.012430	0.363853	
00011492	0.406777	0.817516	0.816340	0.362407	0.916641	0.259875	0.768815	0.342972	0.408908	0.788030	
00011493	0.112615	0.460381	0.368255	0.231091	0.455049	0.582425	0.159158	0.751241	0.212845	0.946437	
00011494	0.443846	0.014034	0.426215	0.860181	0.326309	0.476959	0.584016	0.127957	0.787289	0.081439	
00011495	0.300184	0.004983	0.091217	0.634390	0.336790	0.868319	0.985889	0.960332	0.008185	0.899746	
00011496	0.401387	0.166227	0.667498	0.731457	0.256571	0.675783	0.009835	0.203332	0.845900	0.802117	
00011497	0.833364	0.365939	0.731308	0.156355	0.234962	0.607432	0.430036	0.518123	0.821494	0.740694	
00011498	0.403629	0.718210	0.300818	0.949647	0.359963	0.880232	0.449389	0.698442	0.704285	0.283591	
00011499	0.390176	0.159424	0.337997	0.400423	0.283405	0.805729	0.071806	0.772351	0.765128	0.691646	
00011500	0.360449	0.278771	0.734322	0.611387	0.985657	0.599030	0.489054	0.664150	0.766897	0.096816	
00011501	0.140255	0.644938	0.985457	0.798489	0.492122	0.185066	0.087004	0.293054	0.820628	0.981382	
00011502	0.260130	0.287204	0.698771	0.686370	0.690778	0.931739	0.729256	0.964143	0.603994	0.899582	
00011503	0.086815	0.321931	0.089932	0.000048	0.154395	0.659778	0.332308	0.362940	0.083444	0.845668	
00011504	0.429397	0.155417	0.470738	0.502658	0.443299	0.694074	0.456731	0.181176	0.513482	0.649198	
00011505	0.257283	0.387663	0.635363	0.985620	0.160544	0.804169	0.475366	0.592624	0.530523	0.683752	
00011506	0.297555	0.895733	0.525269	0.007004	0.401424	0.379674	0.476996	0.488172	0.540707	0.461725	
00011507	0.424858	0.887767	0.141339	0.040929	0.596719	0.249856	0.377707	0.246213	0.375490	0.831187	
00011508	0.119207	0.393613	0.275515	0.103423	0.844777	0.328499	0.999289	0.942736	0.793661	0.620076	
00011509	0.495067	0.675458	0.987103	0.603407	0.908951	0.978223	0.649409	0.485832	0.347294	0.882538	
00011510	0.706407	0.252214	0.794998	0.046190	0.144155	0.245257	0.059951	0.912828	0.516840	0.062888	
00011511	0.243573	0.949988	0.933335	0.421872	0.560293	0.392729	0.180743	0.132181	0.307513	0.657295	
00011512	0.785070	0.624682	0.348373	0.355863	0.388273	0.026477	0.382528	0.308889	0.999119	0.965418	
00011513	0.074090	0.206948	0.209133	0.697670	0.302577	0.775453	0.505927	0.416052	0.544757	0.084389	
00011514	0.393883	0.109655	0.680366	0.362978	0.749285	0.444426	0.895993	0.405376	0.503296	0.162394	
00011515	0.003394	0.565850	0.355424	0.324555	0.975410	0.116906	0.284609	0.965959	0.067621	0.651188	
00011516	0.220677	0.274333	0.438373	0.677476	0.356501	0.997078	0.578961	0.185705	0.437008	0.240869	
00011517	0.001301	0.071165	0.908778	0.583252	0.505834	0.678992	0.992703	0.756597	0.173045	0.753761	
00011518	0.189180	0.158449	0.833590	0.240455	0.795461	0.442115	0.933761	0.947422	0.044621	0.282745	
00011519	0.142484	0.049520	0.391384	0.374867	0.687882	0.152734	0.541751	0.568697	0.186389	0.409638	
00011520	0.268076	0.680884	0.733979	0.204735	0.262447	0.311321	0.733442	0.079199	0.396097	0.477476	
00011521	0.174892	0.781756	0.290660	0.258642	0.626387	0.533890	0.907620	0.061555	0.155368	0.017427	
00011522	0.138649	0.807365	0.292137	0.847314	0.286250	0.431538	0.931814	0.629876	0.672534	0.691572	
00011523	0.598886	0.265054	0.296796	0.427041	0.130817	0.891386	0.280520	0.200154	0.180606	0.570654	
00011524	0.901058	0.895899	0.024842	0.656983	0.759828	0.152399	0.736320	0.752030	0.871041	0.930491	
00011525	0.939380	0.607986	0.917842	0.531272	0.641163	0.508026	0.391644	0.328319	0.767899	0.307105	
00011526	0.221184	0.014401	0.686030	0.937019	0.516101	0.725320	0.782706	0.459710	0.467623	0.031709	
00011527	0.482671	0.344029	0.234278	0.333422	0.696970	0.727408	0.021345	0.459615	0.420432	0.547750	
00011528	0.376011	0.533665	0.497353	0.360912	0.442553	0.806771	0.084989	0.334366	0.913115	0.520853	
00011529	0.523780	0.627763	0.790582	0.746494	0.176028	0.692050	0.242749	0.693235	0.303903	0.786814	
00011530	0.264873	0.446737	0.380233	0.863929	0.953758	0.542047	0.280558	0.627151	0.469839	0.666004	
00011531	0.068357	0.811106	0.218583	0.022054	0.021462	0.131539	0.280337	0.116430	0.843949	0.986301	
00011532	0.436327	0.144828	0.722665	0.849524	0.572797	0.445551	0.327197	0.057014	0.182226	0.691616	
00011533	0.173853	0.974829	0.772833	0.807625	0.995363	0.491589	0.698373	0.431622	0.379243	0.550049	
00011534	0.026107	0.833760	0.693283	0.542783	0.167775	0.698864	0.315420	0.932198	0.068696	0.629154	
00011535	0.954678	0.340101	0.619675	0.433783	0.505267	0.527405	0.897507	0.106777	0.873448	0.970353	
00011536	0.430597	0.616239	0.762303	0.602437	0.409371	0.225827	0.610451	0.021558	0.094297	0.125179	
00011537	0.961559	0.303756	0.511480	0.335105	0.938194	0.476249	0.205447	0.681619	0.521041	0.319384	
00011538	0.762414	0.089219	0.329405	0.778107	0.491573	0.043581	0.947417	0.734533	0.521980	0.362711	
00011539	0.007349	0.521526	0.001344	0.096720	0.702697	0.813500	0.575459	0.242597	0.537471	0.717106	
00011540	0.680039	0.825292	0.580644	0.451955	0.363682	0.199822	0.141345	0.881677	0.499112	0.798070	
00011541	0.705951	0.763927	0.171838	0.761949	0.349732	0.523147	0.326804	0.593712	0.552143	0.245977	
00011542	0.645129	0.947639	0.194907	0.625833	0.936465	0.728389	0.352610	0.588452	0.192739	0.254440	
00011543	0.552310	0.333547	0.150322	0.001492	0.724486	0.058248	0.571589	0.414261	0.412212	0.973029	
00011544	0.218109	0.389738	0.505420	0.017172	0.828942	0.421030	0.693724	0.078354	0.206666	0.970710	
00011545	0.772366	0.150413	0.017387	0.456854	0.488399	0.079583	0.458510	0.727415	0.179472	0.115116	
00011546	0.228028	0.333704	0.471208	0.221564	0.567664	0.513534	0.295485	0.854159	0.665093	0.973589	
00011547	0.370865	0.553679	0.046077	0.371421	0.729220	0.565986	0.757118	0.343735	0.604202	0.816886	
00011548	0.890929	0.550294	0.442265	0.441232	0.667077	0.293647	0.984366	0.873739	0.034411	0.608812	
00011549	0.856377	0.160421	0.163559	0.060690	0.249193	0.868584	0.451361	0.822174	0.983711	0.282192	
00011550	0.402434	0.117089	0.572100	0.364042	0.300106	0.736165	0.212300	0.192010	0.242699	0.731347	
00011551	0.318019	0.398550	0.818320	0.376869	0.480193	0.663399	0.658566	0.661103	0.264624	0.031876	
00011552	0.608635	0.831383	0.085342	0.301240	0.957662	0.962024	0.160923	0.084992	0.788444	0.747544	
00011553	0.910195	0.185001	0.232836	0.918389	0.646414	0.887882	0.702647	0.642457	0.036023	0.941603	
00011554	0.909098	0.500786	0.246046	0.477351	0.680594	0.928419	0.577739	0.562418	0.087923	0.524557	
00011555	0.591594	0.126314	0.351934	0.180392	0.942438	0.712699	0.284328	0.911144	0.789427	0.664705	
00011556	0.332571	0.864628	0.409084	0.297038	0.998003	0.083296	0.034197	0.826696	0.062834	0.569141	
00011557	0.853064	0.766646	0.114243	0.829299	0.417795	0.254394	0.245095	0.357485	0.267920	0.869388	
00011558	0.442398	0.564354	0.407215	0.618124	0.765761	0.348084	0.656981	0.764402	0.264169	0.296658	
00011559	0.904355	0.389569	0.675931	0.663600	0.447161	0.896581	0.252519	0.734211	0.205233	0.010693	
00011560	0.033179	0.490138	0.543024	0.616203	0.674046	0.718915	0.467567	0.080309	0.323910	0.426810	
00011561	0.532426	0.886904	0.357130	0.261267	0.094509	0.260912	0.813001	0.508570	0.023628	0.233926	
00011562	0.716497	0.905048	0.661593	0.872499	0.685498	0.128226	0.311517	0.304807	0.213033	0.447392	
00011563	0.179302	0.498389	0.678703	0.005368	0.284580	0.759170	0.184150	0.597675	0.965562	0.533427	
00011564	0.336533	0.529227	0.131560	0.365255	0.234393	0.804802	0.559921	0.505493	0.113919	0.590371	
00011565	0.187713	0.909701	0.439620	0.591972	0.259243	0.264001	0.220540	0.169023	0.239209	0.701714	
00011566	0.321927	0.578598	0.937196	0.924839	0.969409	0.799987	0.195152	0.809577	0.222697	0.018739	
00011567	0.403857	0.775785	0.570224	0.458005	0.785782	0.429533	0.311425	0.652410	0.651842	0.103219	
00011568	0.548566	0.661395	0.577639	0.424208	0.706091	0.888154	0.652781	0.536554	0.942696	0.641089	
00011569	0.048739	0.469657	0.764602	0.654962	0.982324	0.778439	0.373750	0.890410	0.878365	0.869411	
00011570	0.552732	0.219768	0.246952	0.764236	0.691194	0.264853	0.825410	0.054617	0.125824	0.231313	
00011571	0.274811	0.602590	0.693855	0.379644	0.204389	0.209138	0.484591	0.290995	0.069465	0.431085	
00011572	0.241502	0.184259	0.294863	0.454069	0.513747	0.375976	0.868989	0.572450	0.039968	0.987596	
00011573	0.243145	0.197510	0.570701	0.643802	0.471729	0.799234	0.608822	0.501362	0.351200	0.176923	
00011574	0.154159	0.861992	0.634804	0.735155	0.469284	0.242855	0.845980	0.728930	0.749155	0.715914	
00011575	0.956416	0.125649	0.398891	0.633822	0.948180	0.778874	0.036051	0.472028	0.955059	0.030251	
00011576	0.935661	0.645580	0.248884	0.782944	0.593503	0.278815	0.435983	0.928327	0.401797	0.157113	
00011577	0.818714	0.437318	0.935332	0.034487	0.160373	0.517827	0.893170	0.955823	0.700404	0.658215	
00011578	0.728262	0.612605	0.448902	0.100862	0.966156	0.263957	0.302862	0.670499	0.514390	0.607567	
00011579	0.175812	0.737482	0.531784	0.041741	0.604787	0.618793	0.337495	0.512824	0.510228	0.659159	
00011580	0.360371	0.303279	0.634839	0.160518	0.775130	0.415897	0.499263	0.801838	0.092961	0.449675	
00011581	0.188790	0.042968	0.668120	0.835003	0.584391	0.318454	0.302968	0.222816	0.601772	0.197198	
00011582	0.001198	0.835508	0.439013	0.559434	0.693576	0.300510	0.189401	0.884659	0.010641	0.207278	
00011583	0.316420	0.369308	0.172989	0.172022	0.828296	0.463315	0.638852	0.718208	0.894388	0.348366	
00011584	0.699617	0.661339	0.694384	0.938799	0.219044	0.822366	0.646515	0.825709	0.056340	0.704266	
00011585	0.625255	0.895720	0.924926	0.542159	0.250046	0.449306	0.030130	0.111116	0.187995	0.100838	
00011586	0.543062	0.274099	0.370606	0.830258	0.593613	0.957742	0.587710	0.562778	0.235327	0.574258	
00011587	0.439037	0.997898	0.638788	0.317444	0.168585	0.448445	0.658821	0.874265	0.064582	0.835170	
00011588	0.287427	0.834353	0.889679	0.232739	0.662542	0.069190	0.070722	0.817186	0.153065	0.057667	
00011589	0.501659	0.791344	0.482942	0.701994	0.731419	0.191143	0.882294	0.069111	0.383573	0.067862	
00011590	0.761546	0.656613	0.629818	0.519784	0.141948	0.557162	0.708928	0.546748	0.180276	0.115009	
00011591	0.762408	0.543673	0.465017	0.286146	0.420783	0.947086	0.509681	0.987206	0.036538	0.041930	
00011592	0.576056	0.386681	0.109173	0.027673	0.213162	0.615027	0.818106	0.789024	0.165307	0.286114	
00011593	0.747663	0.822232	0.113116	0.152803	0.281670	0.813711	0.056820	0.236375	0.079056	0.232083	
00011594	0.645535	0.595335	0.107892	0.783923	0.685256	0.564580	0.264680	0.390112	0.818118	0.917403	
00011595	0.123220	0.781641	0.445731	0.518752	0.762733	0.537844	0.239502	0.127884	0.182077	0.374639	
00011596	0.504398	0.987675	0.938845	0.416823	0.354982	0.009012	0.791104	0.104716	0.847785	0.624456	
00011597	0.347261	0.788254	0.633814	0.108548	0.597703	0.288770	0.193995	0.331665	0.235375	0.490621	
00011598	0.092148	0.852921	0.929669	0.631428	0.172045	0.654967	0.851871	0.745221	0.253737	0.712248	
00011599	0.147849	0.485613	0.062876	0.126734	0.248292	0.871808	0.999120	0.412248	0.840877	0.952478	
00011600	0.198170	0.873756	0.306939	0.580644	0.052611	0.712923	0.561170	0.857116	0.245383	0.191063	
00011601	0.672270	0.333847	0.949764	0.184500	0.166501	0.734042	0.372301	0.590870	0.208745	0.589130	
00011602	0.431511	0.205317	0.010364	0.494911	0.794209	0.753852	0.994219	0.678176	0.774265	0.745271	
00011603	0.694404	0.494357	0.167828	0.335441	0.062438	0.062609	0.638921	0.535104	0.300872	0.319703	
00011604	0.256785	0.031209	0.755272	0.206849	0.094364	0.778434	0.450151	0.092309	0.781160	0.730401	
00011605	0.009759	0.827574	0.833822	0.105166	0.434005	0.016632	0.744279	0.391083	0.894992	0.630820	
00011606	0.532283	0.264257	0.605860	0.153633	0.011778	0.349494	0.247915	0.447199	0.187104	0.900575	
00011607	0.279392	0.677499	0.517917	0.873330	0.171917	0.667895	0.812488	0.058708	0.836056	0.415316	
00011608	0.946230	0.793864	0.942858	0.724371	0.981373	0.582582	0.460236	0.716922	0.868392	0.286457	
00011609	0.906443	0.681844	0.741206	0.003584	0.543505	0.793615	0.738939	0.298500	0.734062	0.943000	
00011610	0.392685	0.650759	0.701079	0.810415	0.915443	0.080122	0.548532	0.995927	0.415482	0.327203	
00011611	0.024855	0.237342	0.744718	0.245622	0.973406	0.075888	0.567417	0.084576	0.470735	0.997217	
00011612	0.671437	0.477403	0.873826	0.885937	0.122462	0.499372	0.888156	0.015210	0.641002	0.972331	
00011613	0.837171	0.936419	0.964121	0.839281	0.005516	0.174937	0.216695	0.199680	0.755661	0.757124	
00011614	0.971500	0.241104	0.981917	0.355567	0.014214	0.088348	0.612463	0.807167	0.907649	0.156182	
00011615	0.056933	0.209114	0.918633	0.315247	0.973145	0.212261	0.218833	0.470187	0.274807	0.812366	
00011616	0.450324	0.272472	0.283480	0.154186	0.360227	0.552381	0.764854	0.312515	0.365317	0.978231	
00011617	0.582470	0.775817	0.058626	0.388423	0.444362	0.088702	0.730637	0.285839	0.774036	0.400799	
00011618	0.686638	0.331411	0.820995	0.305440	0.431460	0.076123	0.676816	0.980255	0.637023	0.110452	
00011619	0.719433	0.603075	0.179522	0.821176	0.205221	0.939895	0.466657	0.758296	0.047895	0.550694	
00011620	0.650041	0.184015	0.034931	0.279882	0.470574	0.508093	0.253850	0.130439	0.292175	0.637539	
00011621	0.726915	0.087459	0.771327	0.851454	0.691204	0.983359	0.206404	0.627206	0.549060	0.791058	
00011622	0.373848	0.308915	0.540526	0.195285	0.446311	0.719128	0.559590	0.457438	0.903768	0.058390	
00011623	0.581582	0.230878	0.331540	0.355002	0.417467	0.713150	0.772435	0.676300	0.706315	0.368283	
00011624	0.116119	0.909187	0.578217	0.345976	0.230285	0.293919	0.569014	0.707187	0.985995	0.884492	
00011625	0.057654	0.936884	0.854507	0.585631	0.860394	0.945053	0.507137	0.173622	0.393205	0.691049	
00011626	0.979765	0.031879	0.642375	0.456251	0.940023	0.405739	0.935382	0.504633	0.562605	0.569055	
00011627	0.284824	0.593647	0.420104	0.038449	0.316358	0.099457	0.436130	0.531882	0.289731	0.939443	
00011628	0.594974	0.043818	0.545913	0.380016	0.970590	0.040228	0.756712	0.536159	0.239921	0.306170	
00011629	0.962161	0.424903	0.182298	0.546487	0.888213	0.395109	0.413823	0.415750	0.715532	0.799165	
00011630	0.185778	0.521581	0.236274	0.068258	0.822059	0.597861	0.777184	0.555950	0.517069	0.392100	
00011631	0.193040	0.840339	0.205414	0.213226	0.644621	0.011009	0.407335	0.675618	0.025596	0.945075	
00011632	0.341644	0.625030	0.259686	0.771898	0.834995	0.300446	0.351047	0.511543	0.905753	0.257896	
00011633	0.932898	0.255205	0.942632	0.630379	0.047385	0.347488	0.888891	0.564917	0.219978	0.568616	
00011634	0.390668	0.904691	0.641570	0.808721	0.591364	0.688188	0.050381	0.094214	0.268167	0.873854	
00011635	0.273217	0.767301	0.829063	0.021490	0.992411	0.336791	0.484535	0.470120	0.805448	0.681151	
00011636	0.151947	0.562666	0.388762	0.011757	0.256437	0.126827	0.809971	0.168018	0.063757	0.249404	
00011637	0.397109	0.897154	0.168412	0.398797	0.106182	0.533033	0.444674	0.721046	0.195120	0.588661	
00011638	0.374722	0.368079	0.740118	0.209696	0.242819	0.904247	0.544043	0.982150	0.430135	0.374709	
00011639	0.131115	0.337731	0.872796	0.587915	0.322845	0.282731	0.467430	0.918919	0.025980	0.991361	
00011640	0.435041	0.618855	0.355525	0.822722	0.558107	0.527607	0.124395	0.406341	0.641100	0.712776	
00011641	0.091513	0.086895	0.178829	0.749076	0.296326	0.794798	0.250088	0.746485	0.025469	0.058561	
00011642	0.614627	0.375498	0.996424	0.929145	0.708679	0.304549	0.445735	0.438962	0.570061	0.447966	
00011643	0.010979	0.187381	0.959128	0.524546	0.435822	0.014585	0.188483	0.848423	0.327280	0.749645	
00011644	0.573260	0.810527	0.155996	0.538645	0.846180	0.744972	0.646484	0.445405	0.983205	0.095583	
00011645	0.789730	0.723248	0.928936	0.667294	0.249081	0.284813	0.232932	0.716190	0.689261	0.288198	
00011646	0.235367	0.674674	0.424574	0.871261	0.821048	0.927989	0.138306	0.656884	0.225658	0.452709	
00011647	0.448020	0.913981	0.223084	0.181325	0.825671	0.005785	0.051731	0.067300	0.321770	0.876185	
00011648	0.569358	0.820961	0.136395	0.699107	0.255092	0.471827	0.772312	0.613571	0.359053	0.841507	
00011649	0.061401	0.548725	0.260176	0.188910	0.733642	0.137734	0.707023	0.236159	0.828847	0.575954	
00011650	0.496289	0.015542	0.544465	0.199816	0.663838	0.285692	0.617854	0.532815	0.300761	0.780770	
00011651	0.642315	0.094686	0.082208	0.770966	0.785937	0.538151	0.543934	0.182686	0.596466	0.623029	
00011652	0.221266	0.514758	0.598127	0.529896	0.753805	0.337508	0.032246	0.984019	0.517350	0.342669	
00011653	0.837056	0.952483	0.029186	0.004715	0.997330	0.813702	0.571461	0.692138	0.537716	0.055954	
00011654	0.971075	0.843061	0.454909	0.955361	0.770400	0.523297	0.959598	0.290447	0.363131	0.769072	
00011655	0.846373	0.935012	0.332499	0.877279	0.881228	0.186109	0.829736	0.670496	0.508509	0.378119	
00011656	0.505999	0.973413	0.943673	0.872309	0.350554	0.880455	0.392049	0.574049	0.516253	0.101630	
00011657	0.278876	0.372526	0.303102	0.494025	0.809839	0.055614	0.811428	0.817599	0.690537	0.616693	
00011658	0.746617	0.320901	0.428224	0.531102	0.970323	0.537498	0.910920	0.250453	0.987804	0.247538	
00011659	0.236930	0.783248	0.661034	0.032261	0.237072	0.631466	0.810551	0.233696	0.734534	0.982180	
00011660	0.957345	0.212222	0.381088	0.750157	0.422666	0.880476	0.322240	0.269530	0.707973	0.910815	
00011661	0.620260	0.959152	0.136171	0.758352	0.996466	0.754162	0.657467	0.214309	0.625888	0.462241	
00011662	0.600262	0.930233	0.096627	0.583563	0.611773	0.373989	0.109954	0.971687	0.444784	0.096770	
00011663	0.172605	0.365729	0.305162	0.370117	0.018495	0.846881	0.827261	0.943982	0.427826	0.809185	
00011664	0.090347	0.344912	0.823884	0.492000	0.958206	0.493554	0.571814	0.892185	0.487995	0.514446	
00011665	0.255262	0.692682	0.627253	0.527182	0.054832	0.131891	0.273156	0.033880	0.447378	0.806831	
00011666	0.858571	0.716604	0.205933	0.448724	0.968550	0.461014	0.095016	0.300095	0.619421	0.026133	
00011667	0.911067	0.800343	0.980185	0.142401	0.416045	0.115335	0.224998	0.342851	0.863677	0.655354	
00011668	0.699634	0.593670	0.437774	0.652744	0.851022	0.287672	0.137905	0.214153	0.663224	0.349520	
00011669	0.725182	0.097175	0.835196	0.674670	0.887485	0.405151	0.187896	0.984142	0.664108	0.896718	
00011670	0.229886	0.559509	0.539180	0.749763	0.481761	0.070085	0.152870	0.306272	0.628841	0.851274	
00011671	0.576053	0.043090	0.025127	0.305926	0.090244	0.390720	0.277902	0.703487	0.085603	0.146473	
00011672	0.810628	0.757632	0.006824	0.804348	0.491365	0.764943	0.671274	0.452302	0.494572	0.251772	
00011673	0.403843	0.659648	0.786086	0.299967	0.627235	0.934838	0.106810	0.940975	0.399972	0.785625	
00011674	0.988439	0.599459	0.447393	0.274087	0.605193	0.938720	0.493791	0.379123	0.265347	0.454180	
00011675	0.089999	0.226995	0.288737	0.270485	0.579439	0.310107	0.062788	0.889984	0.905168	0.780981	
00011676	0.320941	0.713714	0.863180	0.763491	0.672631	0.647693	0.534194	0.244273	0.801239	0.798080	
00011677	0.511409	0.724502	0.656228	0.318575	0.390783	0.919172	0.549415	0.096271	0.131539	0.278139	
00011678	0.060606	0.344218	0.284694	0.357004	0.039954	0.646075	0.835702	0.213496	0.179757	0.863885	
00011679	0.725688	0.032751	0.644566	0.675482	0.088476	0.183455	0.456996	0.462795	0.003015	0.999409	
00011680	0.556556	0.843616	0.263581	0.033538	0.991404	0.850003	0.654810	0.810409	0.947034	0.803688	
00011681	0.529360	0.770300	0.174779	0.150023	0.262893	0.978369	0.975025	0.640792	0.133338	0.148889	
00011682	0.829982	0.509647	0.368620	0.421550	0.043651	0.324915	0.721964	0.558550	0.577772	0.556063	
00011683	0.858759	0.706963	0.537542	0.212894	0.738254	0.254410	0.646655	0.679713	0.604551	0.289260	
00011684	0.789029	0.791174	0.926407	0.760072	0.353688	0.568621	0.043526	0.326517	0.786764	0.877756	
00011685	0.317833	0.330669	0.749121	0.643306	0.762901	0.732944	0.597168	0.453995	0.863140	0.762713	
00011686	0.452207	0.913675	0.147735	0.839647	0.784110	0.629315	0.491737	0.665409	0.537379	0.753389	
00011687	0.752228	0.576705	0.002888	0.207796	0.028289	0.027508	0.182243	0.323922	0.600481	0.949298	
00011688	0.109862	0.287909	0.127014	0.438348	0.803382	0.295785	0.893797	0.368929	0.134384	0.570256	
00011689	0.109742	0.266865	0.916921	0.732120	0.913542	0.120945	0.153119	0.694256	0.145494	0.102805	
00011690	0.269884	0.890178	0.672122	0.104752	0.955315	0.143700	0.459225	0.389652	0.470262	0.596048	
00011691	0.524637	0.366101	0.113790	0.444565	0.936794	0.732896	0.950913	0.427662	0.725676	0.935138	
00011692	0.972651	0.150015	0.960227	0.490553	0.885909	0.461119	0.592858	0.221869	0.743334	0.963548	
00011693	0.710409	0.946328	0.119383	0.694426	0.836096	0.533645	0.252296	0.752488	0.346763	0.655354	
00011694	0.311860	0.650835	0.492416	0.930808	0.910769	0.289170	0.770255	0.774913	0.058248	0.852769	
00011695	0.291457	0.982215	0.361313	0.155151	0.568044	0.840359	0.912884	0.435776	0.416663	0.528521	
00011696	0.850357	0.193834	0.470000	0.052681	0.881041	0.158501	0.402061	0.071449	0.473836	0.141543	
00011697	0.911647	0.828743	0.058780	0.608676	0.210618	0.022928	0.931720	0.664482	0.056841	0.760097	
00011698	0.639276	0.493802	0.330012	0.242941	0.785782	0.599370	0.672515	0.431255	0.628000	0.700120	
00011699	0.255370	0.590779	0.264520	0.558302	0.419512	0.648457	0.930032	0.928291	0.378387	0.280979	
00011700	0.088666	0.044891	0.245918	0.678501	0.630985	0.488953	0.729874	0.746445	0.330532	0.449667	
00011701	0.838256	0.564458	0.947676	0.466505	0.995121	0.993260	0.591813	0.359858	0.624817	0.844614	
00011702	0.584719	0.633544	0.032442	0.658405	0.142809	0.513111	0.110655	0.376459	0.331962	0.352307	
00011703	0.948109	0.498100	0.906151	0.808349	0.368871	0.382917	0.785781	0.153394	0.899974	0.961892	
00011704	0.061029	0.059624	0.368498	0.856439	0.016838	0.546088	0.613307	0.664153	0.789586	0.172531	
00011705	0.584641	0.515163	0.662540	0.710878	0.515690	0.074007	0.352597	0.178855	0.024629	0.389251	
00011706	0.285108	0.053195	0.953625	0.263334	0.617723	0.832909	0.623317	0.882598	0.847487	0.807816	
00011707	0.827732	0.843632	0.094128	0.296107	0.147023	0.253907	0.474485	0.012159	0.577593	0.307841	
00011708	0.190986	0.594673	0.685316	0.185845	0.107426	0.170218	0.625942	0.057589	0.093041	0.079144	
00011709	0.442530	0.691019	0.412440	0.599377	0.957543	0.471417	0.641242	0.769750	0.724567	0.837506	
00011710	0.393412	0.647227	0.111789	0.778297	0.900963	0.231680	0.887684	0.046277	0.456532	0.653004	
00011711	0.826574	0.623440	0.491835	0.095766	0.801596	0.304791	0.074238	0.876322	0.495226	0.948587	
00011712	0.676871	0.953858	0.461552	0.409976	0.088449	0.497779	0.648376	0.768801	0.178710	0.216971	
00011713	0.207603	0.176944	0.877058	0.631246	0.025179	0.843458	0.619058	0.097644	0.818659	0.596033	
00011714	0.318105	0.474905	0.660239	0.765313	0.834768	0.823806	0.430383	0.445557	0.795605	0.079073	
00011715	0.133811	0.842404	0.277965	0.515607	0.147350	0.057085	0.207007	0.580650	0.324003	0.831313	
00011716	0.671463	0.496963	0.657168	0.046789	0.925484	0.143648	0.640009	0.606891	0.297258	0.738280	
00011717	0.570991	0.762405	0.645415	0.440640	0.933467	0.256870	0.055948	0.206605	0.756589	0.360900	
00011718	0.169767	0.179877	0.897224	0.781269	0.107109	0.889543	0.718254	0.153542	0.637411	0.162787	
00011719	0.147656	0.691622	0.882337	0.991146	0.877612	0.248429	0.690491	0.505913	0.398081	0.858872	
00011720	0.476080	0.914425	0.335172	0.849279	0.406330	0.372803	0.061688	0.483775	0.924847	0.031346	
00011721	0.908102	0.162657	0.427002	0.059986	0.139149	0.308594	0.625047	0.122946	0.982758	0.489944	
00011722	0.552175	0.428096	0.803765	0.766725	0.796729	0.425669	0.782804	0.299913	0.675958	0.216960	
00011723	0.032940	0.041852	0.923094	0.724907	0.132909	0.127212	0.450362	0.136112	0.473584	0.263093	
00011724	0.053863	0.225746	0.866724	0.754683	0.488202	0.777070	0.158131	0.052497	0.110739	0.053898	
00011725	0.805063	0.666150	0.499650	0.201431	0.758724	0.208146	0.924032	0.384324	0.971416	0.015600	
00011726	0.451375	0.871345	0.584483	0.323839	0.956682	0.790958	0.951706	0.739597	0.464756	0.754775	
00011727	0.382646	0.344728	0.924757	0.597079	0.942332	0.852775	0.386190	0.655878	0.667518	0.623075	
00011728	0.789644	0.027252	0.166117	0.977114	0.322045	0.005080	0.870497	0.958185	0.040496	0.533349	
00011729	0.364287	0.905283	0.374360	0.451428	0.924014	0.823268	0.738893	0.505262	0.634110	0.823927	
00011730	0.532350	0.471062	0.259408	0.496305	0.626769	0.283508	0.961096	0.635896	0.710409	0.257611	
00011731	0.711657	0.910464	0.830481	0.971656	0.644673	0.109974	0.834569	0.346017	0.495026	0.797651	
00011732	0.871477	0.327980	0.070177	0.763005	0.611263	0.418662	0.401085	0.246113	0.751796	0.698066	
00011733	0.328690	0.691104	0.281030	0.979765	0.047890	0.160452	0.505241	0.951219	0.355455	0.010446	
00011734	0.650118	0.017448	0.555045	0.202831	0.676792	0.055533	0.646381	0.165395	0.567071	0.950650	
00011735	0.974836	0.512347	0.618967	0.031669	0.965950	0.765426	0.773966	0.527489	0.501173	0.399509	
00011736	0.075967	0.331814	0.409787	0.158148	0.924109	0.860846	0.913802	0.996965	0.776013	0.039870	
00011737	0.587019	0.336112	0.258428	0.719703	0.416253	0.792025	0.703107	0.909318	0.655946	0.418477	
00011738	0.413886	0.953346	0.416746	0.777282	0.321969	0.297176	0.623572	0.651820	0.758337	0.362720	
00011739	0.309136	0.750505	0.382056	0.644958	0.124123	0.863611	0.968111	0.131448	0.791886	0.668345	
